,Unnamed: 0,villeID,size,lat,long
102336,102336,Harpenden,30240,51.81684,-0.35706
102338,102338,Grove,18312,51.60954,-1.42187
102349,102349,Falmouth,31988,50.15441,-5.07113
102355,102355,Dalkeith,12720,55.89317,-3.06806
102362,102362,Clydach,19307,51.68333,-3.9
102365,102365,Chigwell,10354,51.61999,0.07596
102366,102366,Chester-le-Street,36917,54.85862,-1.57408
102367,102367,Cheltenham,116447,51.90006,-2.07972
102368,102368,Chelmsford,111511,51.73575,0.46958
102372,102372,Carnoustie,11430,56.50263,-2.7053
102376,102376,Brymbo,18111,53.06667,-3.06667
102383,102383,Beighton,10914,53.33333,-1.33333
102384,102384,Bedford,106940,52.13459,-0.46632
102386,102386,Bath,101557,51.3751,-2.36172
102387,102387,Basford,16000,52.96667,-1.18333
102391,102391,Banbridge,16173,54.35,-6.28333
102395,102395,Aston,32286,52.5,-1.88333
102399,102399,Telford,155570,52.67659,-2.44926
102400,102400,Erskine,15530,55.9005,-4.45028
102401,102401,Canary Wharf,73390,51.50519,-0.02085
102403,102403,Canvey Island,38170,51.52199,0.5809
102411,102411,Viewpark,16020,55.82737,-4.0573
102412,102412,Tottenham Hale,15064,51.59366,-0.05962
102413,102413,St. Helier,11949,51.38223,-0.18341
102440,102440,Loutráki,11564,37.9783,22.97781
102448,102448,Fársala,10380,39.29472,22.38472
102451,102451,Agía Varvára,26550,37.98938,23.66011
102459,102459,Stavroúpoli,46008,40.66944,22.93806
102470,102470,Grevená,10563,40.08452,21.42744
102487,102487,Aichach,21042,48.45755,11.13413
102513,102513,Lardjem,30000,35.74922,1.54778
102514,102514,Sougueur,71036,35.18568,1.49612
102515,102515,Sidi ech Chahmi,35512,35.65903,-0.52168
102516,102516,Sétif,252127,36.19112,5.41373
102519,102519,El Tarf,13346,36.7672,8.31377
102520,102520,El Affroun,35074,36.4701,2.62528
102521,102521,Bordj Ghdir,34136,35.90111,4.89806
102522,102522,Abou el Hassan,24022,36.41657,1.19616
102528,102528,Tori,11879,58.47889,24.82417
102543,102543,Villanueva de la Serena,25838,38.97655,-5.7974
102546,102546,Torrox,16890,36.75793,-3.95233
102548,102548,Tavernes de la Valldigna,18195,39.07195,-0.26623
102549,102549,Son Servera,12215,39.62073,3.36008
102551,102551,Silla,18979,39.36257,-0.41169
102559,102559,Sagunto,66070,39.68333,-0.26667
102565,102565,Moguer,19569,37.27559,-6.83851
102566,102566,Miguelturra,15316,38.96442,-3.89047
102571,102571,Xàtiva,29386,38.99042,-0.51852
102580,102580,Cocentaina,11467,38.73975,-0.43976
102582,102582,Castalla,10327,38.59694,-0.67207
102587,102587,Campiña,67904,38.21896,-2.98069
102591,102591,Benifaió,12204,39.28439,-0.42598
102592,102592,Benidorm,71034,38.53816,-0.13098
102650,102650,León,134305,42.60003,-5.57032
102657,102657,La Llagosta,13820,41.51435,2.19297
102675,102675,Estella-Lizarra,14238,42.67182,-2.03226
102678,102678,O Barco de Valdeorras,13463,42.41642,-6.99005
102680,102680,Coslada,90280,40.42378,-3.56129
102701,102701,Calella,18627,41.61381,2.65423
102723,102723,Pego,11133,38.84305,-0.11707
102741,102741,Vihti,26280,60.41699,24.31965
102743,102743,Varkaus,22365,62.31533,27.873
102750,102750,Kouvola,80483,60.86667,26.7
102762,102762,Illkirch-Graffenstaden,27261,48.52894,7.71523
102768,102768,Guéret,15853,46.17185,1.87166
