,Unnamed: 0,villeID,size,lat,long
16312,16312,Rio das Pedras,23722,-22.84333,-47.60611
16313,16313,Ribeira do Pombal,28235,-10.83444,-38.53583
16314,16314,Queimadas,10439,-10.97833,-39.62639
16315,16315,Pindamonhangaba,132218,-22.92389,-45.46167
16317,16317,Pedregulho,11216,-20.25694,-47.47667
16319,16319,Paraguaçu,15741,-21.54722,-45.7375
16321,16321,Mogi Mirim,78244,-22.43194,-46.95778
16323,16323,Marialva,26000,-23.485,-51.79167
16324,16324,Maracaí,11959,-22.61056,-50.66722
16325,16325,Madre de Deus,14887,-12.74083,-38.62083
16326,16326,Lins,78503,-21.67861,-49.7425
16327,16327,Limeira,289665,-22.56472,-47.40167
16328,16328,Itaúna,77400,-20.07528,-44.57639
16329,16329,Itaporanga,10202,-23.70778,-49.48972
16331,16331,Itamaraju,47628,-17.03917,-39.53111
16332,16332,Ipameri,18607,-17.72194,-48.15972
16333,16333,Ipaba,15970,-19.41361,-42.41944
16335,16335,Ilha Solteira,24997,-20.43278,-51.3425
16336,16336,Ibitinga,49074,-21.75778,-48.82889
16337,16337,Guarapuava,150850,-25.39048,-51.46541
16338,16338,Guanambi,58877,-14.22333,-42.78139
16340,16340,Formosa do Rio Preto,14354,-11.04833,-45.19306
16341,16341,Esteio,84902,-29.86139,-51.17917
16342,16342,Criciúma,161954,-28.6775,-49.36972
16343,16343,Concórdia,55367,-27.23417,-52.02778
16344,16344,Conceição das Alagoas,16152,-19.91472,-48.38833
16346,16346,Chapecó,160157,-27.09639,-52.61833
16347,16347,Caxias do Sul,381270,-29.16806,-51.17944
16348,16348,Canarana,10785,-11.68472,-41.76889
16349,16349,Buerarema,16001,-14.95944,-39.29972
16350,16350,Bauru,379297,-22.31472,-49.06056
16351,16351,Barroso,16975,-21.18694,-43.97583
16352,16352,Barreiro do Jaíba,18167,-15.61532,-43.59187
16353,16353,Ampére,14274,-25.915,-53.47278
16354,16354,Alvinópolis,12068,-20.10667,-43.04889
16355,16355,Alto Piquiri,10039,-24.02806,-53.44056
16356,16356,Manicoré,14055,-5.80917,-61.30028
16587,16587,Yopal,168433,5.33775,-72.39586
16591,16591,Tello,10273,3.06694,-75.13778
16592,16592,Suárez,19690,2.95395,-76.69644
16595,16595,Silvania,20581,4.40367,-74.3867
16600,16600,San Jacinto,23576,9.82767,-75.1217
16601,16601,Saladoblanco,10076,1.99244,-76.04335
16602,16602,Sabanalarga,102334,10.63072,-74.92214
16604,16604,Obando,10970,4.57583,-75.97389
16605,16605,Mutatá,12607,7.24407,-76.43564
16607,16607,Moniquirá,20848,5.87638,-73.57284
16609,16609,La Gloria,14989,8.61868,-73.80265
16610,16610,Juan de Acosta,18828,10.8293,-75.03346
16611,16611,Municipio Hato Corozal,11431,6.15676,-71.76372
16614,16614,Duitama,92040,5.8245,-73.03408
16615,16615,Donmatías,14208,6.48569,-75.39496
16616,16616,Curití,11653,6.60519,-73.06809
16625,16625,Aguadas,20712,5.61161,-75.45624
16820,16820,Santa Elena,18410,-30.94432,-59.78832
16823,16823,Quilmes,262379,-34.72065,-58.25454
16829,16829,El Palomar,59031,-34.61771,-58.60153
16832,16832,Castelar,107786,-34.65142,-58.64074
16838,16838,Tostado,14000,-29.23202,-61.76917
16841,16841,San Rafael,118009,-34.61531,-68.33238
16845,16845,Neuquén,231198,-38.95161,-68.0591
16846,16846,Machagai,28070,-26.92614,-60.04955
16849,16849,Firmat,18294,-33.45937,-61.4832
16852,16852,Comodoro Rivadavia,140850,-45.86256,-67.494
17520,17520,Traiguén,14481,-38.2496,-72.67027
17521,17521,Salamanca,13265,-31.77922,-70.96389
17522,17522,Rengo,38100,-34.40639,-70.85834
17523,17523,Melipilla,63100,-33.68909,-71.21528
17524,17524,Coquimbo,161317,-29.95332,-71.33947
17827,17827,Tunapuna,17758,10.65245,-61.38878
17829,17829,San Fernando,55419,10.27969,-61.46835
18234,18234,Santa Lucía,16438,-34.45333,-56.39056
18235,18235,Paso de los Toros,12985,-32.81667,-56.51667
18246,18246,Trujillo,71362,9.36583,-70.43694
18249,18249,Pampanito,35847,9.41037,-70.50116
18250,18250,La Vela de Coro,34680,11.46077,-69.5657
18251,18251,Higuerote,41364,10.48287,-66.10096
18253,18253,El Dorado,16100,6.71581,-61.63738
18254,18254,Dabajuro,28117,11.02273,-70.67769
18256,18256,Barquisimeto,1240714,10.0647,-69.35703
